ASSET,METRIC,REAL_VAL,REAL_Z,PRICE_Z,GAP,STATUS
TRADFIPJP,N/A,0.0,0.0,-1.47,0.0,💸 PURE_SPECULATION
TRADFIFISR,N/A,0.0,0.0,-1.66,0.0,💸 PURE_SPECULATION
TRADFIIRDM,N/A,0.0,0.0,-0.0,0.0,💸 PURE_SPECULATION
PYTHNETWORK,N/A,0.0,0.0,1.3,0.0,💸 PURE_SPECULATION
TRADFIPLTD,N/A,0.0,0.0,0.35,0.0,💸 PURE_SPECULATION
TRADFIFBL,N/A,0.0,0.0,-2.35,0.0,💸 PURE_SPECULATION
TRADFISDOW,N/A,0.0,0.0,2.43,0.0,💸 PURE_SPECULATION
TRADFIUSAU,N/A,0.0,0.0,2.84,0.0,💸 PURE_SPECULATION
TRADFIPAR,N/A,0.0,0.0,2.47,0.0,💸 PURE_SPECULATION
TRADFIFDMO,N/A,0.0,0.0,-0.11,0.0,💸 PURE_SPECULATION
TRADFICSCO,N/A,0.0,0.0,1.96,0.0,💸 PURE_SPECULATION
TRADFIFIBK,N/A,0.0,0.0,1.01,0.0,💸 PURE_SPECULATION
TRADFIIZM,N/A,0.0,0.0,2.67,0.0,💸 PURE_SPECULATION
TRADFIDLRPK,N/A,0.0,0.0,0.55,0.0,💸 PURE_SPECULATION
TRADFIINDO,N/A,0.0,0.0,-1.04,0.0,💸 PURE_SPECULATION
TRADFIXELB,N/A,0.0,0.0,1.93,0.0,💸 PURE_SPECULATION
TRADFIMBSD,N/A,0.0,0.0,-1.47,0.0,💸 PURE_SPECULATION
TRADFITENB,N/A,0.0,0.0,1.71,0.0,💸 PURE_SPECULATION
TRADFIJULW,N/A,0.0,0.0,-0.2,0.0,💸 PURE_SPECULATION
TRADFIMKZR,N/A,0.0,0.0,-1.98,0.0,💸 PURE_SPECULATION
TRADFIYHC,N/A,0.0,0.0,1.27,0.0,💸 PURE_SPECULATION
TRADFISMDX,N/A,0.0,0.0,-0.43,0.0,💸 PURE_SPECULATION
TRADFITY,N/A,0.0,0.0,-2.0,0.0,💸 PURE_SPECULATION
TRADFICOHR,N/A,0.0,0.0,2.41,0.0,💸 PURE_SPECULATION
TRADFIILCB,N/A,0.0,0.0,-0.72,0.0,💸 PURE_SPECULATION
TRADFIINGM,N/A,0.0,0.0,3.42,0.0,💸 PURE_SPECULATION
TRADFIBWMX,N/A,0.0,0.0,-1.4,0.0,💸 PURE_SPECULATION
TRADFINTSI,N/A,0.0,0.0,-1.35,0.0,💸 PURE_SPECULATION
TRADFIOWLS,N/A,0.0,0.0,2.56,0.0,💸 PURE_SPECULATION
TRADFISEIX,N/A,0.0,0.0,1.96,0.0,💸 PURE_SPECULATION
TRADFIBACPO,N/A,0.0,0.0,0.51,0.0,💸 PURE_SPECULATION
TRADFIAMWD,N/A,0.0,0.0,-1.03,0.0,💸 PURE_SPECULATION
TRADFISIEB,N/A,0.0,0.0,1.26,0.0,💸 PURE_SPECULATION
GATEWRAPPEDBTC,N/A,0.0,0.0,0.95,0.0,💸 PURE_SPECULATION
TRADFIBSCY,N/A,0.0,0.0,-2.23,0.0,💸 PURE_SPECULATION
TRADFIPWER,N/A,0.0,0.0,0.0,0.0,💸 PURE_SPECULATION
TRADFIADIL,N/A,0.0,0.0,0.11,0.0,💸 PURE_SPECULATION
TRADFIAIIO,N/A,0.0,0.0,-2.33,0.0,💸 PURE_SPECULATION
TRADFIQFLR,N/A,0.0,0.0,2.32,0.0,💸 PURE_SPECULATION
TRADFIFALN,N/A,0.0,0.0,-1.79,0.0,💸 PURE_SPECULATION
TRADFIZMAR,N/A,0.0,0.0,0.24,0.0,💸 PURE_SPECULATION
TRADFISNN,N/A,0.0,0.0,-3.13,0.0,💸 PURE_SPECULATION
TRADFIPSECPA,N/A,0.0,0.0,-0.36,0.0,💸 PURE_SPECULATION
TRADFITPHD,N/A,0.0,0.0,-1.8,0.0,💸 PURE_SPECULATION
TRADFIFWONK,N/A,0.0,0.0,0.87,0.0,💸 PURE_SPECULATION
TRADFIRYET,N/A,0.0,0.0,-1.02,0.0,💸 PURE_SPECULATION
TRADFIVTEC,N/A,0.0,0.0,-2.14,0.0,💸 PURE_SPECULATION
TRADFIBFH,N/A,0.0,0.0,2.7,0.0,💸 PURE_SPECULATION
TRADFIJBBB,N/A,0.0,0.0,-1.62,0.0,💸 PURE_SPECULATION
TRADFIIQ,N/A,0.0,0.0,-1.97,0.0,💸 PURE_SPECULATION
USELESS3,N/A,0.0,0.0,0.42,0.0,💸 PURE_SPECULATION
TRADFIACEI,N/A,0.0,0.0,0.86,0.0,💸 PURE_SPECULATION
TRADFIXLC,N/A,0.0,0.0,-1.07,0.0,💸 PURE_SPECULATION
TRADFIPCLA,N/A,0.0,0.0,-1.81,0.0,💸 PURE_SPECULATION
TRADFILOGO,N/A,0.0,0.0,0.0,0.0,💸 PURE_SPECULATION
TRADFIVYMI,N/A,0.0,0.0,-1.19,0.0,💸 PURE_SPECULATION
TRADFITBIL,N/A,0.0,0.0,0.12,0.0,💸 PURE_SPECULATION
TRADFITANH,N/A,0.0,0.0,-3.08,0.0,💸 PURE_SPECULATION
TRADFITPTA,N/A,0.0,0.0,-0.98,0.0,💸 PURE_SPECULATION
TRADFIHLIO,N/A,0.0,0.0,-2.2,0.0,💸 PURE_SPECULATION
PAYPALUSD,N/A,0.0,0.0,0.96,0.0,💸 PURE_SPECULATION
TRADFITSDD,N/A,0.0,0.0,0.74,0.0,💸 PURE_SPECULATION
TRADFIFNLC,N/A,0.0,0.0,1.62,0.0,💸 PURE_SPECULATION
TRADFIEQ,N/A,0.0,0.0,1.72,0.0,💸 PURE_SPECULATION
GIGGLEFUND,N/A,0.0,0.0,-0.48,0.0,💸 PURE_SPECULATION
TRADFIMGNX,N/A,0.0,0.0,1.46,0.0,💸 PURE_SPECULATION
TRADFIALUR,N/A,0.0,0.0,2.3,0.0,💸 PURE_SPECULATION
TRADFIREI,N/A,0.0,0.0,-2.24,0.0,💸 PURE_SPECULATION
TRADFIWOOF,N/A,0.0,0.0,2.32,0.0,💸 PURE_SPECULATION
TRADFITRIP,N/A,0.0,0.0,-0.34,0.0,💸 PURE_SPECULATION
TRADFIPSP,N/A,0.0,0.0,2.26,0.0,💸 PURE_SPECULATION
TRADFIWEA,N/A,0.0,0.0,-0.6,0.0,💸 PURE_SPECULATION
TRADFISLNHP,N/A,0.0,0.0,1.45,0.0,💸 PURE_SPECULATION
TRADFIFTCI,N/A,0.0,0.0,1.01,0.0,💸 PURE_SPECULATION
TRADFILRN,N/A,0.0,0.0,-0.72,0.0,💸 PURE_SPECULATION
TRADFIPAVS,N/A,0.0,0.0,0.56,0.0,💸 PURE_SPECULATION
TRADFIQLD,N/A,0.0,0.0,-0.12,0.0,💸 PURE_SPECULATION
TRADFISTIP,N/A,0.0,0.0,-2.14,0.0,💸 PURE_SPECULATION
TRADFIAVSC,N/A,0.0,0.0,1.8,0.0,💸 PURE_SPECULATION
TRADFIRGEN,N/A,0.0,0.0,-1.63,0.0,💸 PURE_SPECULATION
TRADFIEXPE,N/A,0.0,0.0,-3.06,0.0,💸 PURE_SPECULATION
TRADFIGOF,N/A,0.0,0.0,0.19,0.0,💸 PURE_SPECULATION
TRADFIMETC,N/A,0.0,0.0,-0.74,0.0,💸 PURE_SPECULATION
TRADFICCK,N/A,0.0,0.0,-2.35,0.0,💸 PURE_SPECULATION
TRADFIHTAX,N/A,0.0,0.0,-0.71,0.0,💸 PURE_SPECULATION
TRADFIPCG,N/A,0.0,0.0,-1.22,0.0,💸 PURE_SPECULATION
TRADFIGAU,N/A,0.0,0.0,0.48,0.0,💸 PURE_SPECULATION
TRADFIKRMN,N/A,0.0,0.0,-2.92,0.0,💸 PURE_SPECULATION
TRADFIAMP,N/A,0.0,0.0,0.85,0.0,💸 PURE_SPECULATION
TRADFIBIV,N/A,0.0,0.0,-1.97,0.0,💸 PURE_SPECULATION
TRADFIMCGA,N/A,0.0,0.0,-0.32,0.0,💸 PURE_SPECULATION
JASMYCOIN,N/A,0.0,0.0,2.44,0.0,💸 PURE_SPECULATION
TRADFIPBMWW,N/A,0.0,0.0,-2.68,0.0,💸 PURE_SPECULATION
TRADFIEDIT,N/A,0.0,0.0,1.97,0.0,💸 PURE_SPECULATION
TRADFIDOUG,N/A,0.0,0.0,2.62,0.0,💸 PURE_SPECULATION
TRADFIPLPC,N/A,0.0,0.0,2.7,0.0,💸 PURE_SPECULATION
TRADFIPMM,N/A,0.0,0.0,-1.72,0.0,💸 PURE_SPECULATION
TRADFIDAVA,N/A,0.0,0.0,-0.02,0.0,💸 PURE_SPECULATION
DYDXCHAIN,N/A,0.0,0.0,-1.0,0.0,💸 PURE_SPECULATION
TRADFICNAV,N/A,0.0,0.0,0.22,0.0,💸 PURE_SPECULATION
TRADFIDFNM,N/A,0.0,0.0,0.38,0.0,💸 PURE_SPECULATION
TRADFIWFCPA,N/A,0.0,0.0,0.27,0.0,💸 PURE_SPECULATION
TRADFIRPTX,N/A,0.0,0.0,-1.3,0.0,💸 PURE_SPECULATION
TRADFIAVO,N/A,0.0,0.0,-0.85,0.0,💸 PURE_SPECULATION
TRADFITYL,N/A,0.0,0.0,-2.01,0.0,💸 PURE_SPECULATION
TRADFIHFWA,N/A,0.0,0.0,1.29,0.0,💸 PURE_SPECULATION
TRADFINBIL,N/A,0.0,0.0,-2.07,0.0,💸 PURE_SPECULATION
TRADFICRE,N/A,0.0,0.0,0.37,0.0,💸 PURE_SPECULATION
TRADFILGCL,N/A,0.0,0.0,0.41,0.0,💸 PURE_SPECULATION
TRADFIVKQ,N/A,0.0,0.0,3.11,0.0,💸 PURE_SPECULATION
TRADFIPTEU,N/A,0.0,0.0,-0.53,0.0,💸 PURE_SPECULATION
TRADFICVKD,N/A,0.0,0.0,-1.09,0.0,💸 PURE_SPECULATION
TRADFIFGN,N/A,0.0,0.0,-2.41,0.0,💸 PURE_SPECULATION
TRADFIBSV,N/A,0.0,0.0,-2.4,0.0,💸 PURE_SPECULATION
TRADFIWDC,N/A,0.0,0.0,1.06,0.0,💸 PURE_SPECULATION
TRADFIFNV,N/A,0.0,0.0,0.34,0.0,💸 PURE_SPECULATION
TRADFIFSS,N/A,0.0,0.0,-2.75,0.0,💸 PURE_SPECULATION
TRADFIDUOT,N/A,0.0,0.0,2.83,0.0,💸 PURE_SPECULATION
TRADFIEZGO,N/A,0.0,0.0,0.49,0.0,💸 PURE_SPECULATION
TRADFILIF,N/A,0.0,0.0,-1.57,0.0,💸 PURE_SPECULATION
TRADFIPBM,N/A,0.0,0.0,-2.25,0.0,💸 PURE_SPECULATION
TRADFIFLGT,N/A,0.0,0.0,-2.76,0.0,💸 PURE_SPECULATION
TRADFICRCT,N/A,0.0,0.0,2.11,0.0,💸 PURE_SPECULATION
TRADFIINFO,N/A,0.0,0.0,0.71,0.0,💸 PURE_SPECULATION
TRADFIRMBS,N/A,0.0,0.0,1.75,0.0,💸 PURE_SPECULATION
TRADFIWCPB,N/A,0.0,0.0,-1.52,0.0,💸 PURE_SPECULATION
TRADFIBCARW,N/A,0.0,0.0,0.71,0.0,💸 PURE_SPECULATION
TRADFISELX,N/A,0.0,0.0,2.37,0.0,💸 PURE_SPECULATION
TRADFIVUSV,N/A,0.0,0.0,0.34,0.0,💸 PURE_SPECULATION
TRADFISEMR,N/A,0.0,0.0,-0.49,0.0,💸 PURE_SPECULATION
TRADFITJX,N/A,0.0,0.0,1.07,0.0,💸 PURE_SPECULATION
TRADFIZONE,N/A,0.0,0.0,2.49,0.0,💸 PURE_SPECULATION
TRADFIORKA,N/A,0.0,0.0,-0.8,0.0,💸 PURE_SPECULATION
TRADFIGMMF,N/A,0.0,0.0,-2.06,0.0,💸 PURE_SPECULATION
TRADFIIBCA,N/A,0.0,0.0,-1.87,0.0,💸 PURE_SPECULATION
TRADFICOOK,N/A,0.0,0.0,2.6,0.0,💸 PURE_SPECULATION
TRADFIFAUG,N/A,0.0,0.0,-1.59,0.0,💸 PURE_SPECULATION
TRADFIGETY,N/A,0.0,0.0,-3.09,0.0,💸 PURE_SPECULATION
TRADFIPMBS,N/A,0.0,0.0,-1.93,0.0,💸 PURE_SPECULATION
TRADFICNL,N/A,0.0,0.0,-2.51,0.0,💸 PURE_SPECULATION
TRADFISATA,N/A,0.0,0.0,-1.32,0.0,💸 PURE_SPECULATION
TRADFICNTB,N/A,0.0,0.0,-0.96,0.0,💸 PURE_SPECULATION
TRADFILMB,N/A,0.0,0.0,-0.1,0.0,💸 PURE_SPECULATION
TRADFITACT,N/A,0.0,0.0,0.39,0.0,💸 PURE_SPECULATION
TRADFIICSH,N/A,0.0,0.0,-3.04,0.0,💸 PURE_SPECULATION
TRADFIFTXR,N/A,0.0,0.0,-0.21,0.0,💸 PURE_SPECULATION
TRADFICENT,N/A,0.0,0.0,-1.22,0.0,💸 PURE_SPECULATION
TRADFICPSL,N/A,0.0,0.0,-2.38,0.0,💸 PURE_SPECULATION
TRADFIMAX,N/A,0.0,0.0,2.45,0.0,💸 PURE_SPECULATION
TRADFIWEX,N/A,0.0,0.0,-2.28,0.0,💸 PURE_SPECULATION
TRADFIDSL,N/A,0.0,0.0,-1.18,0.0,💸 PURE_SPECULATION
TRADFIALUB.U,N/A,0.0,0.0,1.67,0.0,💸 PURE_SPECULATION
TRADFIGECC,N/A,0.0,0.0,-0.41,0.0,💸 PURE_SPECULATION
TRADFIHDB,N/A,0.0,0.0,-1.47,0.0,💸 PURE_SPECULATION
TRADFIFLCO,N/A,0.0,0.0,-1.82,0.0,💸 PURE_SPECULATION
TRADFIGQQQ,N/A,0.0,0.0,-1.25,0.0,💸 PURE_SPECULATION
TRADFIENGNW,N/A,0.0,0.0,0.27,0.0,💸 PURE_SPECULATION
TRADFIXNET,N/A,0.0,0.0,2.66,0.0,💸 PURE_SPECULATION
TRADFIBOXL,N/A,0.0,0.0,2.85,0.0,💸 PURE_SPECULATION
TRADFIAVAV,N/A,0.0,0.0,0.76,0.0,💸 PURE_SPECULATION
WRAPPEDAVAX,N/A,0.0,0.0,2.57,0.0,💸 PURE_SPECULATION
TRADFIEVO,N/A,0.0,0.0,-2.25,0.0,💸 PURE_SPECULATION
TRADFIMXC,N/A,0.0,0.0,-0.4,0.0,💸 PURE_SPECULATION
TRADFIBSMR,N/A,0.0,0.0,2.32,0.0,💸 PURE_SPECULATION
TRADFINTWK,N/A,0.0,0.0,1.89,0.0,💸 PURE_SPECULATION
TRADFICZNC,N/A,0.0,0.0,2.43,0.0,💸 PURE_SPECULATION
TRADFIPEPG,N/A,0.0,0.0,2.11,0.0,💸 PURE_SPECULATION
NEXO,N/A,0.0,0.0,0.42,0.0,💸 PURE_SPECULATION
TRADFILEDS,N/A,0.0,0.0,0.33,0.0,💸 PURE_SPECULATION
TRADFITGS,N/A,0.0,0.0,-1.17,0.0,💸 PURE_SPECULATION
TRADFINESR,N/A,0.0,0.0,0.38,0.0,💸 PURE_SPECULATION
TRADFIIMKTA,N/A,0.0,0.0,0.19,0.0,💸 PURE_SPECULATION
TRADFIMOB,N/A,0.0,0.0,0.52,0.0,💸 PURE_SPECULATION
PUMPFUN,N/A,0.0,0.0,0.74,0.0,💸 PURE_SPECULATION
TRADFIJEM,N/A,0.0,0.0,2.12,0.0,💸 PURE_SPECULATION
TRADFIORCS,N/A,0.0,0.0,-2.02,0.0,💸 PURE_SPECULATION
TRADFIMSFU,N/A,0.0,0.0,1.59,0.0,💸 PURE_SPECULATION
TRADFICGEN,N/A,0.0,0.0,2.48,0.0,💸 PURE_SPECULATION
TRADFIBUSEP,N/A,0.0,0.0,-3.34,0.0,💸 PURE_SPECULATION
TRADFILVWR,N/A,0.0,0.0,2.07,0.0,💸 PURE_SPECULATION
TRADFIBTC,N/A,0.0,0.0,2.29,0.0,💸 PURE_SPECULATION
TRADFIKTCC,N/A,0.0,0.0,-1.81,0.0,💸 PURE_SPECULATION
TRADFIMAPSW,N/A,0.0,0.0,-2.42,0.0,💸 PURE_SPECULATION
TRADFICVLG,N/A,0.0,0.0,-1.07,0.0,💸 PURE_SPECULATION
TRADFIGRRRW,N/A,0.0,0.0,-3.45,0.0,💸 PURE_SPECULATION
TRADFIMINN,N/A,0.0,0.0,0.28,0.0,💸 PURE_SPECULATION
TRADFIINVZW,N/A,0.0,0.0,2.59,0.0,💸 PURE_SPECULATION
TRADFIHPPPC,N/A,0.0,0.0,2.17,0.0,💸 PURE_SPECULATION
TRADFICMSA,N/A,0.0,0.0,-1.76,0.0,💸 PURE_SPECULATION
TRADFISVAL,N/A,0.0,0.0,-0.38,0.0,💸 PURE_SPECULATION
TRADFILQDT,N/A,0.0,0.0,2.89,0.0,💸 PURE_SPECULATION
TRADFIAMPH,N/A,0.0,0.0,-2.06,0.0,💸 PURE_SPECULATION
MINAPROTOCOL,N/A,0.0,0.0,1.71,0.0,💸 PURE_SPECULATION
TRADFIARB,N/A,0.0,0.0,0.71,0.0,💸 PURE_SPECULATION
TRADFIFTI,N/A,0.0,0.0,-0.07,0.0,💸 PURE_SPECULATION
TRADFIRXRX,N/A,0.0,0.0,0.45,0.0,💸 PURE_SPECULATION
TRADFITOLZ,N/A,0.0,0.0,-2.47,0.0,💸 PURE_SPECULATION
TRADFIIDN,N/A,0.0,0.0,1.61,0.0,💸 PURE_SPECULATION
TRADFIERII,N/A,0.0,0.0,-2.51,0.0,💸 PURE_SPECULATION
TRADFIAQWA,N/A,0.0,0.0,-0.2,0.0,💸 PURE_SPECULATION
TRADFITLTP,N/A,0.0,0.0,0.82,0.0,💸 PURE_SPECULATION
TRADFIEDGI,N/A,0.0,0.0,-0.93,0.0,💸 PURE_SPECULATION
TRADFIFUSE,N/A,0.0,0.0,0.62,0.0,💸 PURE_SPECULATION
TRADFIPPT,N/A,0.0,0.0,-1.78,0.0,💸 PURE_SPECULATION
TRADFIURTY,N/A,0.0,0.0,1.38,0.0,💸 PURE_SPECULATION
TRADFITROX,N/A,0.0,0.0,2.52,0.0,💸 PURE_SPECULATION
TRADFIIBDU,N/A,0.0,0.0,-1.41,0.0,💸 PURE_SPECULATION
RAIN,N/A,0.0,0.0,1.04,0.0,💸 PURE_SPECULATION
TRADFIGCOW,N/A,0.0,0.0,-2.31,0.0,💸 PURE_SPECULATION
TRADFINDSN,N/A,0.0,0.0,-1.85,0.0,💸 PURE_SPECULATION
TRADFIEWBC,N/A,0.0,0.0,-2.89,0.0,💸 PURE_SPECULATION
TRADFINFTY,N/A,0.0,0.0,-1.47,0.0,💸 PURE_SPECULATION
TRADFICDW,N/A,0.0,0.0,2.2,0.0,💸 PURE_SPECULATION
TRADFIXLF,N/A,0.0,0.0,-2.46,0.0,💸 PURE_SPECULATION
TRADFICUK,N/A,0.0,0.0,-2.74,0.0,💸 PURE_SPECULATION
TRADFICTA,N/A,0.0,0.0,2.81,0.0,💸 PURE_SPECULATION
TRADFIMYCK,N/A,0.0,0.0,-0.24,0.0,💸 PURE_SPECULATION
TRADFIBLGR,N/A,0.0,0.0,-1.45,0.0,💸 PURE_SPECULATION
TRADFILTC,N/A,0.0,0.0,-1.64,0.0,💸 PURE_SPECULATION
TRADFINRIM,N/A,0.0,0.0,1.13,0.0,💸 PURE_SPECULATION
TRADFIARGX,N/A,0.0,0.0,-2.81,0.0,💸 PURE_SPECULATION
TRADFIT,N/A,0.0,0.0,-1.99,0.0,💸 PURE_SPECULATION
TRADFIARVN,N/A,0.0,0.0,0.68,0.0,💸 PURE_SPECULATION
TRADFINDAQ,N/A,0.0,0.0,2.28,0.0,💸 PURE_SPECULATION
TRADFIPRNT,N/A,0.0,0.0,-2.53,0.0,💸 PURE_SPECULATION
TRADFIUZE,N/A,0.0,0.0,1.91,0.0,💸 PURE_SPECULATION
TRADFIXAIR,N/A,0.0,0.0,-0.08,0.0,💸 PURE_SPECULATION
TRADFIBRTX,N/A,0.0,0.0,-2.1,0.0,💸 PURE_SPECULATION
TRADFICIFRW,N/A,0.0,0.0,0.98,0.0,💸 PURE_SPECULATION
TRADFILOT,N/A,0.0,0.0,-2.03,0.0,💸 PURE_SPECULATION
TRADFIRFMZ,N/A,0.0,0.0,2.58,0.0,💸 PURE_SPECULATION
TRADFIEIG,N/A,0.0,0.0,2.77,0.0,💸 PURE_SPECULATION
TRADFIDIAX,N/A,0.0,0.0,-1.97,0.0,💸 PURE_SPECULATION
TRADFIIBEX,N/A,0.0,0.0,-2.26,0.0,💸 PURE_SPECULATION
TRADFINNDM,N/A,0.0,0.0,-2.34,0.0,💸 PURE_SPECULATION
TRADFIAAT,N/A,0.0,0.0,2.05,0.0,💸 PURE_SPECULATION
TRADFIITWO,N/A,0.0,0.0,1.53,0.0,💸 PURE_SPECULATION
TRADFIIEI,N/A,0.0,0.0,-2.14,0.0,💸 PURE_SPECULATION
TRADFIPBF,N/A,0.0,0.0,-1.96,0.0,💸 PURE_SPECULATION
TRADFIPKE,N/A,0.0,0.0,1.45,0.0,💸 PURE_SPECULATION
TRADFINOTE.WS,N/A,0.0,0.0,-1.33,0.0,💸 PURE_SPECULATION
TRADFIEYLD,N/A,0.0,0.0,-1.33,0.0,💸 PURE_SPECULATION
TRADFIALLT,N/A,0.0,0.0,1.03,0.0,💸 PURE_SPECULATION
TRADFIGIC,N/A,0.0,0.0,2.14,0.0,💸 PURE_SPECULATION
TRADFIIMUX,N/A,0.0,0.0,0.6,0.0,💸 PURE_SPECULATION
TRADFIAMTD,N/A,0.0,0.0,2.38,0.0,💸 PURE_SPECULATION
TRADFIARMN,N/A,0.0,0.0,1.95,0.0,💸 PURE_SPECULATION
TRADFIIWM,N/A,0.0,0.0,1.48,0.0,💸 PURE_SPECULATION
TRADFIEXPD,N/A,0.0,0.0,-1.63,0.0,💸 PURE_SPECULATION
TRADFIVSME,N/A,0.0,0.0,-2.56,0.0,💸 PURE_SPECULATION
TRADFIPCAPW,N/A,0.0,0.0,0.0,0.0,💸 PURE_SPECULATION
INSTADAPP,N/A,0.0,0.0,1.97,0.0,💸 PURE_SPECULATION
TRADFIPHR,N/A,0.0,0.0,-2.79,0.0,💸 PURE_SPECULATION
RINGUSD,N/A,0.0,0.0,-0.15,0.0,💸 PURE_SPECULATION
TRADFIEWG,N/A,0.0,0.0,2.04,0.0,💸 PURE_SPECULATION
TRADFIWVE,N/A,0.0,0.0,1.72,0.0,💸 PURE_SPECULATION
TRADFIPSTP,N/A,0.0,0.0,-0.79,0.0,💸 PURE_SPECULATION
TRADFIXCH,N/A,0.0,0.0,-1.25,0.0,💸 PURE_SPECULATION
TRADFITG,N/A,0.0,0.0,0.99,0.0,💸 PURE_SPECULATION
TRADFIGCL,N/A,0.0,0.0,-2.02,0.0,💸 PURE_SPECULATION
TRADFIQSPT,N/A,0.0,0.0,3.22,0.0,💸 PURE_SPECULATION
TRADFITAIL,N/A,0.0,0.0,-1.81,0.0,💸 PURE_SPECULATION
TRADFISPYD,N/A,0.0,0.0,-1.69,0.0,💸 PURE_SPECULATION
TRADFIZGN,N/A,0.0,0.0,-2.68,0.0,💸 PURE_SPECULATION
TRADFININE,N/A,0.0,0.0,-1.41,0.0,💸 PURE_SPECULATION
TRADFIVAW,N/A,0.0,0.0,-1.6,0.0,💸 PURE_SPECULATION
TRADFITROO,N/A,0.0,0.0,1.21,0.0,💸 PURE_SPECULATION
TRADFISMCZ,N/A,0.0,0.0,2.13,0.0,💸 PURE_SPECULATION
TRADFIBHFAN,N/A,0.0,0.0,-1.58,0.0,💸 PURE_SPECULATION
TRADFIAPLS,N/A,0.0,0.0,0.93,0.0,💸 PURE_SPECULATION
TRADFITAFL,N/A,0.0,0.0,0.33,0.0,💸 PURE_SPECULATION
TRADFIQUIZ,N/A,0.0,0.0,1.77,0.0,💸 PURE_SPECULATION
TRADFIHTGC,N/A,0.0,0.0,-1.82,0.0,💸 PURE_SPECULATION
TRADFIFCHL,N/A,0.0,0.0,-2.58,0.0,💸 PURE_SPECULATION
TRADFIEAF,N/A,0.0,0.0,1.76,0.0,💸 PURE_SPECULATION
TRADFITYRA,N/A,0.0,0.0,0.45,0.0,💸 PURE_SPECULATION
TRADFIGTO,N/A,0.0,0.0,-2.09,0.0,💸 PURE_SPECULATION
TRADFITAFM,N/A,0.0,0.0,-2.76,0.0,💸 PURE_SPECULATION
TRADFISIMAW,N/A,0.0,0.0,0.8,0.0,💸 PURE_SPECULATION
TRADFIRFPE,N/A,0.0,0.0,2.67,0.0,💸 PURE_SPECULATION
TRADFICDLX,N/A,0.0,0.0,2.49,0.0,💸 PURE_SPECULATION
MOCAVERSE,N/A,0.0,0.0,1.8,0.0,💸 PURE_SPECULATION
TRADFILCII,N/A,0.0,0.0,1.76,0.0,💸 PURE_SPECULATION
TRADFIHEDG,N/A,0.0,0.0,0.16,0.0,💸 PURE_SPECULATION
BITGETTOKEN,N/A,0.0,0.0,1.75,0.0,💸 PURE_SPECULATION
TRADFICNSP,N/A,0.0,0.0,-0.28,0.0,💸 PURE_SPECULATION
TRADFIVFL,N/A,0.0,0.0,-0.4,0.0,💸 PURE_SPECULATION
TRADFICGMM,N/A,0.0,0.0,-0.25,0.0,💸 PURE_SPECULATION
TRADFIARGT,N/A,0.0,0.0,-0.99,0.0,💸 PURE_SPECULATION
TRADFIMTUS,N/A,0.0,0.0,-0.5,0.0,💸 PURE_SPECULATION
TRADFIPAC,N/A,0.0,0.0,1.6,0.0,💸 PURE_SPECULATION
TRADFIIYE,N/A,0.0,0.0,-0.66,0.0,💸 PURE_SPECULATION
TRADFIFIX,N/A,0.0,0.0,-2.0,0.0,💸 PURE_SPECULATION
TRADFIDMLP,N/A,0.0,0.0,0.99,0.0,💸 PURE_SPECULATION
TRADFICOCHW,N/A,0.0,0.0,-2.09,0.0,💸 PURE_SPECULATION
TRADFIKBWB,N/A,0.0,0.0,0.87,0.0,💸 PURE_SPECULATION
TRADFINGG,N/A,0.0,0.0,-3.05,0.0,💸 PURE_SPECULATION
TRADFIGOEX,N/A,0.0,0.0,1.1,0.0,💸 PURE_SPECULATION
TRADFICHAT,N/A,0.0,0.0,1.57,0.0,💸 PURE_SPECULATION
TRADFISHYM,N/A,0.0,0.0,-1.67,0.0,💸 PURE_SPECULATION
TRADFINTRB,N/A,0.0,0.0,0.9,0.0,💸 PURE_SPECULATION
TRADFIBMHL,N/A,0.0,0.0,-0.33,0.0,💸 PURE_SPECULATION
TRADFIGSST,N/A,0.0,0.0,-1.06,0.0,💸 PURE_SPECULATION
TRADFIEQX,N/A,0.0,0.0,0.92,0.0,💸 PURE_SPECULATION
TRADFIMGIH,N/A,0.0,0.0,3.17,0.0,💸 PURE_SPECULATION
TRADFIDDWM,N/A,0.0,0.0,1.79,0.0,💸 PURE_SPECULATION
TRADFICCAP,N/A,0.0,0.0,1.09,0.0,💸 PURE_SPECULATION
TRADFIET,N/A,0.0,0.0,-3.45,0.0,💸 PURE_SPECULATION
TRADFIGSLC,N/A,0.0,0.0,-1.99,0.0,💸 PURE_SPECULATION
TRADFISKIL,N/A,0.0,0.0,1.7,0.0,💸 PURE_SPECULATION
TRADFISTXT,N/A,0.0,0.0,-1.66,0.0,💸 PURE_SPECULATION
TRADFINWBI,N/A,0.0,0.0,1.77,0.0,💸 PURE_SPECULATION
TRADFIANL,N/A,0.0,0.0,1.68,0.0,💸 PURE_SPECULATION
TRADFIPLTZ,N/A,0.0,0.0,2.11,0.0,💸 PURE_SPECULATION
TRADFIWEEI,N/A,0.0,0.0,-0.41,0.0,💸 PURE_SPECULATION
TRADFIBAC,N/A,0.0,0.0,-3.0,0.0,💸 PURE_SPECULATION
TRADFIPREF,N/A,0.0,0.0,-2.4,0.0,💸 PURE_SPECULATION
TRADFIPSIX,N/A,0.0,0.0,2.92,0.0,💸 PURE_SPECULATION
