ASSET,METRIC,REAL_VAL,REAL_Z,PRICE_Z,GAP,STATUS
TRADFIFVCB,N/A,0.0,0.0,0.4,0.0,💸 PURE_SPECULATION
TRADFIAMSF,N/A,0.0,0.0,0.72,0.0,💸 PURE_SPECULATION
TRADFIHKD,N/A,0.0,0.0,1.47,0.0,💸 PURE_SPECULATION
FOLKS,N/A,0.0,0.0,1.99,0.0,💸 PURE_SPECULATION
TRADFIFLV,N/A,0.0,0.0,-0.38,0.0,💸 PURE_SPECULATION
TRADFIRBLU,N/A,0.0,0.0,2.92,0.0,💸 PURE_SPECULATION
TRADFINVDQ,N/A,0.0,0.0,-1.27,0.0,💸 PURE_SPECULATION
TRADFIGTLB,N/A,0.0,0.0,1.2,0.0,💸 PURE_SPECULATION
TRADFIKMX,N/A,0.0,0.0,0.4,0.0,💸 PURE_SPECULATION
TRADFISNDA,N/A,0.0,0.0,-1.31,0.0,💸 PURE_SPECULATION
TRADFIDXPC,N/A,0.0,0.0,-0.81,0.0,💸 PURE_SPECULATION
TRADFIPRENW,N/A,0.0,0.0,-0.92,0.0,💸 PURE_SPECULATION
TRADFIWPM,N/A,0.0,0.0,1.31,0.0,💸 PURE_SPECULATION
TRADFINNVC,N/A,0.0,0.0,0.95,0.0,💸 PURE_SPECULATION
TRADFIVNOPN,N/A,0.0,0.0,-2.03,0.0,💸 PURE_SPECULATION
TRADFILSE,N/A,0.0,0.0,1.21,0.0,💸 PURE_SPECULATION
TRADFIOMEX,N/A,0.0,0.0,3.01,0.0,💸 PURE_SPECULATION
TRADFIAVAL,N/A,0.0,0.0,0.93,0.0,💸 PURE_SPECULATION
TRADFILGO,N/A,0.0,0.0,3.62,0.0,💸 PURE_SPECULATION
TRADFILGLV,N/A,0.0,0.0,-1.79,0.0,💸 PURE_SPECULATION
TRADFIDSGX,N/A,0.0,0.0,-2.33,0.0,💸 PURE_SPECULATION
TRADFIBBCA,N/A,0.0,0.0,-1.24,0.0,💸 PURE_SPECULATION
TRADFIHUSV,N/A,0.0,0.0,-0.72,0.0,💸 PURE_SPECULATION
TRADFIWCN,N/A,0.0,0.0,-2.35,0.0,💸 PURE_SPECULATION
TRADFITRTNPC,N/A,0.0,0.0,-0.43,0.0,💸 PURE_SPECULATION
TRADFIAURA,N/A,0.0,0.0,-2.91,0.0,💸 PURE_SPECULATION
TRADFISOXQ,N/A,0.0,0.0,1.45,0.0,💸 PURE_SPECULATION
TRADFIBRRR,N/A,0.0,0.0,2.3,0.0,💸 PURE_SPECULATION
TRADFIONMD,N/A,0.0,0.0,0.65,0.0,💸 PURE_SPECULATION
TRADFIODD,N/A,0.0,0.0,-0.36,0.0,💸 PURE_SPECULATION
TRADFIMIND,N/A,0.0,0.0,1.53,0.0,💸 PURE_SPECULATION
TRADFIWGS,N/A,0.0,0.0,1.91,0.0,💸 PURE_SPECULATION
TRADFIGJAN,N/A,0.0,0.0,0.49,0.0,💸 PURE_SPECULATION
TRADFIFLEX,N/A,0.0,0.0,1.51,0.0,💸 PURE_SPECULATION
TRADFICDIG,N/A,0.0,0.0,-0.23,0.0,💸 PURE_SPECULATION
TRADFITMUSZ,N/A,0.0,0.0,-1.46,0.0,💸 PURE_SPECULATION
TRADFIPGACR,N/A,0.0,0.0,0.71,0.0,💸 PURE_SPECULATION
TRADFIFEOE,N/A,0.0,0.0,-0.67,0.0,💸 PURE_SPECULATION
TRADFISMBC,N/A,0.0,0.0,1.86,0.0,💸 PURE_SPECULATION
TRADFIUGA,N/A,0.0,0.0,-2.73,0.0,💸 PURE_SPECULATION
TRADFITHG,N/A,0.0,0.0,2.08,0.0,💸 PURE_SPECULATION
TRADFITAXT,N/A,0.0,0.0,-3.32,0.0,💸 PURE_SPECULATION
TRADFIESQ,N/A,0.0,0.0,1.36,0.0,💸 PURE_SPECULATION
TRADFIIPHA,N/A,0.0,0.0,0.2,0.0,💸 PURE_SPECULATION
TRADFIMRT,N/A,0.0,0.0,1.34,0.0,💸 PURE_SPECULATION
TRADFICOLO,N/A,0.0,0.0,2.12,0.0,💸 PURE_SPECULATION
TRADFIPLDR,N/A,0.0,0.0,-1.32,0.0,💸 PURE_SPECULATION
TRADFICVV,N/A,0.0,0.0,-1.02,0.0,💸 PURE_SPECULATION
TRADFIHUIZ,N/A,0.0,0.0,1.08,0.0,💸 PURE_SPECULATION
TRADFIFPB,N/A,0.0,0.0,-1.99,0.0,💸 PURE_SPECULATION
TRADFIUI,N/A,0.0,0.0,1.65,0.0,💸 PURE_SPECULATION
TRADFIVFS,N/A,0.0,0.0,-2.74,0.0,💸 PURE_SPECULATION
TRADFINVOX,N/A,0.0,0.0,2.1,0.0,💸 PURE_SPECULATION
TRADFIZXZZT,N/A,0.0,0.0,1.09,0.0,💸 PURE_SPECULATION
TRADFIGALT,N/A,0.0,0.0,0.65,0.0,💸 PURE_SPECULATION
TRADFIJAAA,N/A,0.0,0.0,-1.17,0.0,💸 PURE_SPECULATION
TRADFIADAG,N/A,0.0,0.0,-2.95,0.0,💸 PURE_SPECULATION
TRADFIARCC,N/A,0.0,0.0,-1.39,0.0,💸 PURE_SPECULATION
TRADFIGSPA,N/A,0.0,0.0,1.66,0.0,💸 PURE_SPECULATION
TRADFIOWL,N/A,0.0,0.0,2.5,0.0,💸 PURE_SPECULATION
TRADFIAIIA,N/A,0.0,0.0,2.77,0.0,💸 PURE_SPECULATION
TRADFIPCF,N/A,0.0,0.0,1.43,0.0,💸 PURE_SPECULATION
TRADFIBNOV,N/A,0.0,0.0,-2.12,0.0,💸 PURE_SPECULATION
TRADFIBVFL,N/A,0.0,0.0,1.42,0.0,💸 PURE_SPECULATION
TRADFICOLB,N/A,0.0,0.0,-0.99,0.0,💸 PURE_SPECULATION
TRADFIDXF,N/A,0.0,0.0,3.28,0.0,💸 PURE_SPECULATION
TRADFIVTYX,N/A,0.0,0.0,-2.45,0.0,💸 PURE_SPECULATION
TRADFITRTNPF,N/A,0.0,0.0,-1.36,0.0,💸 PURE_SPECULATION
TRADFIGNK,N/A,0.0,0.0,-1.6,0.0,💸 PURE_SPECULATION
TRADFIPLXS,N/A,0.0,0.0,2.42,0.0,💸 PURE_SPECULATION
TRADFIBLDR,N/A,0.0,0.0,-2.17,0.0,💸 PURE_SPECULATION
TRADFICODX,N/A,0.0,0.0,-0.37,0.0,💸 PURE_SPECULATION
TRADFICENN,N/A,0.0,0.0,-1.09,0.0,💸 PURE_SPECULATION
TRADFIBAND,N/A,0.0,0.0,2.88,0.0,💸 PURE_SPECULATION
TRADFILSAT,N/A,0.0,0.0,-0.2,0.0,💸 PURE_SPECULATION
TRADFIHOOI,N/A,0.0,0.0,3.11,0.0,💸 PURE_SPECULATION
TRADFIPWB,N/A,0.0,0.0,1.27,0.0,💸 PURE_SPECULATION
TRADFIGWW,N/A,0.0,0.0,-1.59,0.0,💸 PURE_SPECULATION
TRADFINAUG,N/A,0.0,0.0,-1.07,0.0,💸 PURE_SPECULATION
TRADFIASPI,N/A,0.0,0.0,-0.8,0.0,💸 PURE_SPECULATION
CAPUSD,N/A,0.0,0.0,0.27,0.0,💸 PURE_SPECULATION
TRADFIUVIX,N/A,0.0,0.0,1.75,0.0,💸 PURE_SPECULATION
TRADFITPET,N/A,0.0,0.0,-1.33,0.0,💸 PURE_SPECULATION
TRADFIXBP,N/A,0.0,0.0,-0.39,0.0,💸 PURE_SPECULATION
TRADFIOMER,N/A,0.0,0.0,1.64,0.0,💸 PURE_SPECULATION
TRADFIMS,N/A,0.0,0.0,2.21,0.0,💸 PURE_SPECULATION
TRADFIALNT,N/A,0.0,0.0,2.45,0.0,💸 PURE_SPECULATION
TRADFIMRTN,N/A,0.0,0.0,-1.75,0.0,💸 PURE_SPECULATION
SAVINGSDAI,N/A,0.0,0.0,-3.98,0.0,💸 PURE_SPECULATION
ZORA,N/A,0.0,0.0,1.33,0.0,💸 PURE_SPECULATION
TRADFIEWD,N/A,0.0,0.0,2.85,0.0,💸 PURE_SPECULATION
TRADFIXPRO,N/A,0.0,0.0,-0.44,0.0,💸 PURE_SPECULATION
TRADFICPS,N/A,0.0,0.0,1.5,0.0,💸 PURE_SPECULATION
TRADFIAMJB,N/A,0.0,0.0,-3.62,0.0,💸 PURE_SPECULATION
TRADFIDUKB,N/A,0.0,0.0,3.05,0.0,💸 PURE_SPECULATION
TRADFICPIX,N/A,0.0,0.0,-0.95,0.0,💸 PURE_SPECULATION
TRADFIMSFO,N/A,0.0,0.0,1.32,0.0,💸 PURE_SPECULATION
TRADFIEVOXW,N/A,0.0,0.0,0.55,0.0,💸 PURE_SPECULATION
TRADFIARBE,N/A,0.0,0.0,-0.41,0.0,💸 PURE_SPECULATION
TRADFIBUFB,N/A,0.0,0.0,1.41,0.0,💸 PURE_SPECULATION
TRADFIBEAG,N/A,0.0,0.0,-0.11,0.0,💸 PURE_SPECULATION
TRADFIOLLI,N/A,0.0,0.0,-2.57,0.0,💸 PURE_SPECULATION
TRADFIRGNT,N/A,0.0,0.0,0.72,0.0,💸 PURE_SPECULATION
TRADFISEB,N/A,0.0,0.0,0.35,0.0,💸 PURE_SPECULATION
TRADFINTRA,N/A,0.0,0.0,-2.16,0.0,💸 PURE_SPECULATION
TRADFIDDFL,N/A,0.0,0.0,-1.04,0.0,💸 PURE_SPECULATION
TRADFICXAIW,N/A,0.0,0.0,2.87,0.0,💸 PURE_SPECULATION
TRADFIBBBS,N/A,0.0,0.0,-2.33,0.0,💸 PURE_SPECULATION
TRADFIESTC,N/A,0.0,0.0,-0.48,0.0,💸 PURE_SPECULATION
TRADFISCO,N/A,0.0,0.0,1.68,0.0,💸 PURE_SPECULATION
TRADFISCHM,N/A,0.0,0.0,-2.18,0.0,💸 PURE_SPECULATION
TRADFIQEFA,N/A,0.0,0.0,-1.98,0.0,💸 PURE_SPECULATION
FILECOIN,N/A,0.0,0.0,1.72,0.0,💸 PURE_SPECULATION
TRADFISPB,N/A,0.0,0.0,2.69,0.0,💸 PURE_SPECULATION
TRADFISGBX,N/A,0.0,0.0,1.86,0.0,💸 PURE_SPECULATION
TRADFIBNY,N/A,0.0,0.0,0.3,0.0,💸 PURE_SPECULATION
WALRUS2,N/A,0.0,0.0,1.14,0.0,💸 PURE_SPECULATION
TRADFISIXA,N/A,0.0,0.0,-0.23,0.0,💸 PURE_SPECULATION
TRADFIMSFL,N/A,0.0,0.0,1.6,0.0,💸 PURE_SPECULATION
TRADFIBFRIW,N/A,0.0,0.0,-0.58,0.0,💸 PURE_SPECULATION
TRADFIWFCPC,N/A,0.0,0.0,0.46,0.0,💸 PURE_SPECULATION
TRADFIFLD,N/A,0.0,0.0,2.42,0.0,💸 PURE_SPECULATION
TRADFIADAMM,N/A,0.0,0.0,1.89,0.0,💸 PURE_SPECULATION
TRADFICXH,N/A,0.0,0.0,-3.67,0.0,💸 PURE_SPECULATION
TRADFIMVFD,N/A,0.0,0.0,2.66,0.0,💸 PURE_SPECULATION
TRADFIDBVT,N/A,0.0,0.0,1.49,0.0,💸 PURE_SPECULATION
TRADFIEMC,N/A,0.0,0.0,-0.66,0.0,💸 PURE_SPECULATION
TRADFICONL,N/A,0.0,0.0,1.77,0.0,💸 PURE_SPECULATION
TRADFIEMBJ,N/A,0.0,0.0,2.24,0.0,💸 PURE_SPECULATION
TRADFIPEY,N/A,0.0,0.0,-1.3,0.0,💸 PURE_SPECULATION
TRADFIAGL,N/A,0.0,0.0,-0.19,0.0,💸 PURE_SPECULATION
TRADFIFBYDW,N/A,0.0,0.0,-0.23,0.0,💸 PURE_SPECULATION
LORENZOWRAPPEDBITCOIN,N/A,0.0,0.0,0.0,0.0,💸 PURE_SPECULATION
TRADFIAAME,N/A,0.0,0.0,-0.79,0.0,💸 PURE_SPECULATION
TRADFIAIOT,N/A,0.0,0.0,0.21,0.0,💸 PURE_SPECULATION
TRADFIXRPNW,N/A,0.0,0.0,-1.29,0.0,💸 PURE_SPECULATION
TRADFICGRO,N/A,0.0,0.0,0.93,0.0,💸 PURE_SPECULATION
TRADFIFXED,N/A,0.0,0.0,-1.14,0.0,💸 PURE_SPECULATION
TRADFIQQUP,N/A,0.0,0.0,2.48,0.0,💸 PURE_SPECULATION
TRADFINSPR,N/A,0.0,0.0,-1.82,0.0,💸 PURE_SPECULATION
TRADFIIWLG,N/A,0.0,0.0,0.05,0.0,💸 PURE_SPECULATION
TRADFIWZRD,N/A,0.0,0.0,0.75,0.0,💸 PURE_SPECULATION
TRADFILTRYW,N/A,0.0,0.0,2.56,0.0,💸 PURE_SPECULATION
TRADFIAXTA,N/A,0.0,0.0,-1.13,0.0,💸 PURE_SPECULATION
TRADFITMUSL,N/A,0.0,0.0,-0.66,0.0,💸 PURE_SPECULATION
TRADFIJMSI,N/A,0.0,0.0,-3.33,0.0,💸 PURE_SPECULATION
TRADFIESI,N/A,0.0,0.0,-0.08,0.0,💸 PURE_SPECULATION
TRADFISOUX,N/A,0.0,0.0,-3.11,0.0,💸 PURE_SPECULATION
TRADFIKDKRW,N/A,0.0,0.0,2.76,0.0,💸 PURE_SPECULATION
TRADFIBWMN,N/A,0.0,0.0,0.71,0.0,💸 PURE_SPECULATION
TRADFIWDAY,N/A,0.0,0.0,1.85,0.0,💸 PURE_SPECULATION
TRADFICWS,N/A,0.0,0.0,0.22,0.0,💸 PURE_SPECULATION
TRADFIARKOW,N/A,0.0,0.0,3.54,0.0,💸 PURE_SPECULATION
TRADFIMSCI,N/A,0.0,0.0,-0.87,0.0,💸 PURE_SPECULATION
TRADFIOILU,N/A,0.0,0.0,-1.07,0.0,💸 PURE_SPECULATION
TRADFIROIV,N/A,0.0,0.0,-3.34,0.0,💸 PURE_SPECULATION
TRADFINVX,N/A,0.0,0.0,-0.13,0.0,💸 PURE_SPECULATION
TRADFIBIDU,N/A,0.0,0.0,-1.3,0.0,💸 PURE_SPECULATION
TRADFIPACK,N/A,0.0,0.0,2.89,0.0,💸 PURE_SPECULATION
TRADFIAWF,N/A,0.0,0.0,-3.22,0.0,💸 PURE_SPECULATION
TRADFIWFCPD,N/A,0.0,0.0,1.1,0.0,💸 PURE_SPECULATION
TRADFICRC,N/A,0.0,0.0,-0.62,0.0,💸 PURE_SPECULATION
TRADFITSLQ,N/A,0.0,0.0,0.73,0.0,💸 PURE_SPECULATION
TRADFIQMNV,N/A,0.0,0.0,-1.56,0.0,💸 PURE_SPECULATION
TRADFIKOID,N/A,0.0,0.0,-1.86,0.0,💸 PURE_SPECULATION
TRADFIFBTC,N/A,0.0,0.0,2.28,0.0,💸 PURE_SPECULATION
TRADFIMKTW,N/A,0.0,0.0,0.0,0.0,💸 PURE_SPECULATION
TRADFITT,N/A,0.0,0.0,-0.83,0.0,💸 PURE_SPECULATION
TRADFINXC,N/A,0.0,0.0,-2.76,0.0,💸 PURE_SPECULATION
TRADFISAVA,N/A,0.0,0.0,2.73,0.0,💸 PURE_SPECULATION
TRADFIBRN,N/A,0.0,0.0,-1.09,0.0,💸 PURE_SPECULATION
TRADFIDAAQ,N/A,0.0,0.0,0.09,0.0,💸 PURE_SPECULATION
TRADFISKLZ,N/A,0.0,0.0,2.78,0.0,💸 PURE_SPECULATION
TRADFIMAIA,N/A,0.0,0.0,2.47,0.0,💸 PURE_SPECULATION
TRADFIZENA,N/A,0.0,0.0,0.19,0.0,💸 PURE_SPECULATION
TRADFIRNGTW,N/A,0.0,0.0,-1.17,0.0,💸 PURE_SPECULATION
TRADFIKIMPN,N/A,0.0,0.0,-0.68,0.0,💸 PURE_SPECULATION
TRADFIBNAI,N/A,0.0,0.0,2.46,0.0,💸 PURE_SPECULATION
TRADFIYMAG,N/A,0.0,0.0,-1.1,0.0,💸 PURE_SPECULATION
TRADFIPROF,N/A,0.0,0.0,2.75,0.0,💸 PURE_SPECULATION
TRADFIDHF,N/A,0.0,0.0,-1.52,0.0,💸 PURE_SPECULATION
TRADFINVD,N/A,0.0,0.0,-1.22,0.0,💸 PURE_SPECULATION
TRADFINOTE,N/A,0.0,0.0,-1.04,0.0,💸 PURE_SPECULATION
TRADFIWQTM,N/A,0.0,0.0,2.29,0.0,💸 PURE_SPECULATION
TRADFIATMU,N/A,0.0,0.0,-2.14,0.0,💸 PURE_SPECULATION
TRADFIMAGS,N/A,0.0,0.0,-0.95,0.0,💸 PURE_SPECULATION
USD1WLFI,N/A,0.0,0.0,-0.4,0.0,💸 PURE_SPECULATION
TRADFIXPO,N/A,0.0,0.0,0.39,0.0,💸 PURE_SPECULATION
TRADFIBHVN,N/A,0.0,0.0,1.41,0.0,💸 PURE_SPECULATION
TRADFIMSFX,N/A,0.0,0.0,1.48,0.0,💸 PURE_SPECULATION
ETHEREUMNAMESERVICE,N/A,0.0,0.0,1.88,0.0,💸 PURE_SPECULATION
TRADFIIAUG,N/A,0.0,0.0,-0.71,0.0,💸 PURE_SPECULATION
TRADFIFITE,N/A,0.0,0.0,0.23,0.0,💸 PURE_SPECULATION
TRADFIINSP,N/A,0.0,0.0,0.52,0.0,💸 PURE_SPECULATION
TRADFIMESO,N/A,0.0,0.0,2.22,0.0,💸 PURE_SPECULATION
TRADFIBKAG,N/A,0.0,0.0,-1.97,0.0,💸 PURE_SPECULATION
TRADFIRSBY,N/A,0.0,0.0,-0.27,0.0,💸 PURE_SPECULATION
TRADFIGTERR,N/A,0.0,0.0,1.02,0.0,💸 PURE_SPECULATION
TRADFIHAL,N/A,0.0,0.0,1.21,0.0,💸 PURE_SPECULATION
TRADFILMNR,N/A,0.0,0.0,2.73,0.0,💸 PURE_SPECULATION
TRADFIWCC,N/A,0.0,0.0,-2.67,0.0,💸 PURE_SPECULATION
TRADFIOAKUW,N/A,0.0,0.0,0.0,0.0,💸 PURE_SPECULATION
TRADFIINMD,N/A,0.0,0.0,-1.67,0.0,💸 PURE_SPECULATION
TRADFIIBHF,N/A,0.0,0.0,0.65,0.0,💸 PURE_SPECULATION
TRADFITFCPI,N/A,0.0,0.0,1.05,0.0,💸 PURE_SPECULATION
TRADFIMIGI,N/A,0.0,0.0,1.9,0.0,💸 PURE_SPECULATION
TRADFIBGSI,N/A,0.0,0.0,-3.36,0.0,💸 PURE_SPECULATION
TRADFIREMX,N/A,0.0,0.0,2.06,0.0,💸 PURE_SPECULATION
TRADFIBWEN,N/A,0.0,0.0,2.67,0.0,💸 PURE_SPECULATION
TRADFISBLK,N/A,0.0,0.0,-1.7,0.0,💸 PURE_SPECULATION
TRADFIFPI,N/A,0.0,0.0,0.99,0.0,💸 PURE_SPECULATION
TRADFIQNST,N/A,0.0,0.0,1.98,0.0,💸 PURE_SPECULATION
TRADFIBSMW,N/A,0.0,0.0,-1.46,0.0,💸 PURE_SPECULATION
TRADFIPFUT,N/A,0.0,0.0,-1.84,0.0,💸 PURE_SPECULATION
TRADFINATL,N/A,0.0,0.0,1.32,0.0,💸 PURE_SPECULATION
TRADFIXOMA,N/A,0.0,0.0,2.31,0.0,💸 PURE_SPECULATION
TRADFISCL,N/A,0.0,0.0,1.29,0.0,💸 PURE_SPECULATION
TRADFIFLUD,N/A,0.0,0.0,1.77,0.0,💸 PURE_SPECULATION
TRADFIFTHM,N/A,0.0,0.0,1.29,0.0,💸 PURE_SPECULATION
TRADFIBAMG,N/A,0.0,0.0,-1.75,0.0,💸 PURE_SPECULATION
TRADFINVMI,N/A,0.0,0.0,2.06,0.0,💸 PURE_SPECULATION
TRADFIRAL,N/A,0.0,0.0,-1.07,0.0,💸 PURE_SPECULATION
TRADFISBUX,N/A,0.0,0.0,-2.13,0.0,💸 PURE_SPECULATION
USDD,N/A,0.0,0.0,0.58,0.0,💸 PURE_SPECULATION
TRADFIMGLD,N/A,0.0,0.0,-0.23,0.0,💸 PURE_SPECULATION
TRADFIVOD,N/A,0.0,0.0,0.93,0.0,💸 PURE_SPECULATION
TRADFIIBTG,N/A,0.0,0.0,1.62,0.0,💸 PURE_SPECULATION
TRADFIYXT,N/A,0.0,0.0,-1.12,0.0,💸 PURE_SPECULATION
TRADFIBFLY,N/A,0.0,0.0,0.32,0.0,💸 PURE_SPECULATION
TRADFIALHC,N/A,0.0,0.0,-1.73,0.0,💸 PURE_SPECULATION
TRADFIMCFT,N/A,0.0,0.0,0.85,0.0,💸 PURE_SPECULATION
TRADFITSMG,N/A,0.0,0.0,1.73,0.0,💸 PURE_SPECULATION
TRADFIEZM,N/A,0.0,0.0,-1.47,0.0,💸 PURE_SPECULATION
TRADFIBSLKW,N/A,0.0,0.0,0.98,0.0,💸 PURE_SPECULATION
TRADFIPID,N/A,0.0,0.0,-2.41,0.0,💸 PURE_SPECULATION
TRADFIISCG,N/A,0.0,0.0,0.53,0.0,💸 PURE_SPECULATION
TRADFIBURU,N/A,0.0,0.0,-1.42,0.0,💸 PURE_SPECULATION
TRADFILNGX,N/A,0.0,0.0,-0.45,0.0,💸 PURE_SPECULATION
TRADFIDFAU,N/A,0.0,0.0,-1.74,0.0,💸 PURE_SPECULATION
TRADFIDSMC,N/A,0.0,0.0,-0.23,0.0,💸 PURE_SPECULATION
TRADFIMOBBW,N/A,0.0,0.0,-1.35,0.0,💸 PURE_SPECULATION
TRADFIIWF,N/A,0.0,0.0,-0.54,0.0,💸 PURE_SPECULATION
TRADFIIBGA,N/A,0.0,0.0,0.3,0.0,💸 PURE_SPECULATION
TRADFIXELLL,N/A,0.0,0.0,1.61,0.0,💸 PURE_SPECULATION
TRADFIRCG,N/A,0.0,0.0,-0.23,0.0,💸 PURE_SPECULATION
TRADFITDTT,N/A,0.0,0.0,-2.24,0.0,💸 PURE_SPECULATION
TRADFIBTZ,N/A,0.0,0.0,0.3,0.0,💸 PURE_SPECULATION
TRADFIFEM,N/A,0.0,0.0,-2.14,0.0,💸 PURE_SPECULATION
TRADFIPSEP,N/A,0.0,0.0,-0.22,0.0,💸 PURE_SPECULATION
TRADFIWMTI,N/A,0.0,0.0,0.35,0.0,💸 PURE_SPECULATION
TRADFIAZTD,N/A,0.0,0.0,-0.42,0.0,💸 PURE_SPECULATION
TRADFIPDD,N/A,0.0,0.0,-0.98,0.0,💸 PURE_SPECULATION
TRADFIAVR,N/A,0.0,0.0,0.44,0.0,💸 PURE_SPECULATION
TRADFILOGI,N/A,0.0,0.0,1.03,0.0,💸 PURE_SPECULATION
TRADFICPA,N/A,0.0,0.0,-1.43,0.0,💸 PURE_SPECULATION
TRADFIUCB,N/A,0.0,0.0,1.81,0.0,💸 PURE_SPECULATION
TRADFIPLT,N/A,0.0,0.0,0.21,0.0,💸 PURE_SPECULATION
TRADFIBKPK,N/A,0.0,0.0,-0.57,0.0,💸 PURE_SPECULATION
TRADFIFBRX,N/A,0.0,0.0,2.24,0.0,💸 PURE_SPECULATION
TRADFIBGC,N/A,0.0,0.0,2.7,0.0,💸 PURE_SPECULATION
TRADFIGNLPE,N/A,0.0,0.0,-0.71,0.0,💸 PURE_SPECULATION
TRADFISTAA,N/A,0.0,0.0,0.43,0.0,💸 PURE_SPECULATION
TRADFIFNDA,N/A,0.0,0.0,0.4,0.0,💸 PURE_SPECULATION
TRADFIFIVY,N/A,0.0,0.0,3.19,0.0,💸 PURE_SPECULATION
TRADFIIRON,N/A,0.0,0.0,-1.52,0.0,💸 PURE_SPECULATION
TRADFIGPJA,N/A,0.0,0.0,0.65,0.0,💸 PURE_SPECULATION
TRADFIOSIS,N/A,0.0,0.0,-2.48,0.0,💸 PURE_SPECULATION
TRADFITIGO,N/A,0.0,0.0,2.74,0.0,💸 PURE_SPECULATION
TRADFIFTRE,N/A,0.0,0.0,0.03,0.0,💸 PURE_SPECULATION
TRADFIFCNCO,N/A,0.0,0.0,-1.47,0.0,💸 PURE_SPECULATION
TRADFIBSMS,N/A,0.0,0.0,1.27,0.0,💸 PURE_SPECULATION
TRADFINIOBW,N/A,0.0,0.0,2.12,0.0,💸 PURE_SPECULATION
TRADFISION,N/A,0.0,0.0,2.52,0.0,💸 PURE_SPECULATION
TRADFISSL,N/A,0.0,0.0,2.32,0.0,💸 PURE_SPECULATION
TRADFIEPI,N/A,0.0,0.0,-0.84,0.0,💸 PURE_SPECULATION
TRADFIASPSW,N/A,0.0,0.0,-1.09,0.0,💸 PURE_SPECULATION
TRADFIINLF,N/A,0.0,0.0,0.32,0.0,💸 PURE_SPECULATION
TRADFIPTF,N/A,0.0,0.0,2.14,0.0,💸 PURE_SPECULATION
TRADFIPDN,N/A,0.0,0.0,-0.21,0.0,💸 PURE_SPECULATION
TRADFICEF,N/A,0.0,0.0,2.49,0.0,💸 PURE_SPECULATION
TRADFIGRRR,N/A,0.0,0.0,-3.18,0.0,💸 PURE_SPECULATION
TRADFIBQ,N/A,0.0,0.0,-1.9,0.0,💸 PURE_SPECULATION
TRADFIHBANM,N/A,0.0,0.0,2.66,0.0,💸 PURE_SPECULATION
TRADFIOGE,N/A,0.0,0.0,-0.95,0.0,💸 PURE_SPECULATION
TRADFIAFRI,N/A,0.0,0.0,1.27,0.0,💸 PURE_SPECULATION
TRADFICIF,N/A,0.0,0.0,-3.79,0.0,💸 PURE_SPECULATION
TRADFIABNB,N/A,0.0,0.0,1.41,0.0,💸 PURE_SPECULATION
TRADFIDZZ,N/A,0.0,0.0,-0.79,0.0,💸 PURE_SPECULATION
TRADFIASTL,N/A,0.0,0.0,2.79,0.0,💸 PURE_SPECULATION
TRADFIAVEM,N/A,0.0,0.0,-0.99,0.0,💸 PURE_SPECULATION
TRADFIJMBS,N/A,0.0,0.0,-2.21,0.0,💸 PURE_SPECULATION
TRADFITRFM,N/A,0.0,0.0,2.58,0.0,💸 PURE_SPECULATION
TRADFIAIFF,N/A,0.0,0.0,2.8,0.0,💸 PURE_SPECULATION
TRADFIWAFU,N/A,0.0,0.0,1.75,0.0,💸 PURE_SPECULATION
TRADFIVCSH,N/A,0.0,0.0,-2.36,0.0,💸 PURE_SPECULATION
TRADFIDJTU,N/A,0.0,0.0,-0.05,0.0,💸 PURE_SPECULATION
TRADFIGP,N/A,0.0,0.0,1.99,0.0,💸 PURE_SPECULATION
TRADFIALM,N/A,0.0,0.0,-0.92,0.0,💸 PURE_SPECULATION
TRADFIVGSR,N/A,0.0,0.0,-2.41,0.0,💸 PURE_SPECULATION
TRADFIDGS,N/A,0.0,0.0,-1.14,0.0,💸 PURE_SPECULATION
TRADFINTEST,N/A,0.0,0.0,0.0,0.0,💸 PURE_SPECULATION
TRADFICORN,N/A,0.0,0.0,2.59,0.0,💸 PURE_SPECULATION
TRADFISFB,N/A,0.0,0.0,0.41,0.0,💸 PURE_SPECULATION
TRADFICMPR,N/A,0.0,0.0,2.36,0.0,💸 PURE_SPECULATION
TRADFIFINW,N/A,0.0,0.0,-1.62,0.0,💸 PURE_SPECULATION
TRADFICRVO,N/A,0.0,0.0,-1.72,0.0,💸 PURE_SPECULATION
TRADFICING,N/A,0.0,0.0,-1.03,0.0,💸 PURE_SPECULATION
TRADFIZTS,N/A,0.0,0.0,-2.98,0.0,💸 PURE_SPECULATION
TRADFIKIDZW,N/A,0.0,0.0,1.03,0.0,💸 PURE_SPECULATION
TRADFINVEC,N/A,0.0,0.0,1.74,0.0,💸 PURE_SPECULATION
TRADFIFELG,N/A,0.0,0.0,-0.91,0.0,💸 PURE_SPECULATION
TRADFIALLPI,N/A,0.0,0.0,1.07,0.0,💸 PURE_SPECULATION
TRADFISGC,N/A,0.0,0.0,2.3,0.0,💸 PURE_SPECULATION
TRADFITHTA,N/A,0.0,0.0,-1.31,0.0,💸 PURE_SPECULATION
TRADFIVTG,N/A,0.0,0.0,-1.68,0.0,💸 PURE_SPECULATION
TRADFICLIK,N/A,0.0,0.0,-2.03,0.0,💸 PURE_SPECULATION
TRADFIDFII,N/A,0.0,0.0,1.5,0.0,💸 PURE_SPECULATION
TRADFIPACH,N/A,0.0,0.0,-0.79,0.0,💸 PURE_SPECULATION
