TICKER,TYPE,PRICE,K_SCORE
GRASS,DEEP_PHYSICAL,0.31573138,-1.29
HELIUM,DEEP_PHYSICAL,1.9566247,-1.3
RENDER,DEEP_PHYSICAL,1.6920953,-3.76
HELIUM_MOBILE,DEEP_PHYSICAL,0.00026270087,-5.52
